OSEBuildingID,DataYear,PrimaryPropertyType,Address,City,State,ZipCode,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,GHGEmissionsIntensity,PredictedEnergyStar
27154,2017,Low-Rise Multifamily,1505 11th Ave,Seattle,WA,98122.0,5569660000,EAST,47.61435,-122.31842,1913.0,1.0,4.0,26355,,,Multifamily Housing,Multifamily Housing,26355.0,,,,,1.0,81.8,153.4,2155988.75,,850862.062125,1326964.94,N,Compliant,,2.808,0
27160,2017,Mid-Rise Multifamily,425 Vine Street,Seattle,WA,98121.0,5607950000,DOWNTOWN,47.61758,-122.34632,1998.0,1.0,7.0,74162,,,"Multifamily Housing, Office, Other, Other - Recreation, Parking, Restaurant",Multifamily Housing,62285.0,Parking,4000.0,Restaurant,597.0,,43.2,119.9,2767276.75,,2335970.14175,500031.98,N,Compliant,,0.488,0
27162,2017,Supermarket / Grocery Store,4201 SW MORGAN ST,Seattle,WA,98136.0,5637500005,SOUTHWEST,47.54427,-122.38609,1998.0,1.0,1.0,33706,0.0,33706.0,Supermarket/Grocery Store,Supermarket/Grocery Store,31746.0,,,,,21.0,299.9,683.0,9521656.0,,5591121.568,4028664.45,N,Compliant,,7.034,0
27166,2017,Low-Rise Multifamily,5201 42ND AVE S,Seattle,WA,98118.0,5649600035,SOUTHEAST,47.55512,-122.28161,1963.0,1.0,3.0,27984,,,Multifamily Housing,Multifamily Housing,27984.0,,,,,29.0,39.5,123.9,1104031.75,,1115023.153875,,N,Compliant,,0.165,0
27184,2017,Mixed Use Property,1050 w nickerson/1050 w Ewing st.,Seattle,WA,98119.0,7443001620,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1961.0,1.0,2.0,37600,0.0,37600.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,Other,16200.0,Office,3000.0,48.383,27.9,52.3,1050301.0,,413895.0590625,645226.46,N,Compliant,,0.957,1
27189,2017,High-Rise Multifamily,100 Melrose Ave E,Seattle,WA,98102.0,7449000010,EAST,47.61882,-122.32759,1969.0,1.0,10.0,139127,,,Multifamily Housing,Multifamily Housing,139127.0,,,,,51.0,43.2,135.7,6010976.0,,6123314.239,,N,Compliant,,0.182,0
27192,2017,Low-Rise Multifamily,112 Bellevue Ave East,Seattle,WA,98102.0,7449000105,EAST,47.61902,-122.32639,1965.0,1.0,4.0,26153,,,"Multifamily Housing, Parking",Multifamily Housing,22729.0,Parking,2739.0,,,88.0,25.7,80.6,583381.5,,591256.630125,,N,Compliant,,0.094,0
27195,2017,Mid-Rise Multifamily,418 E LORETTA PL,Seattle,WA,98102.0,7449500005,EAST,47.61944,-122.32589,1924.0,1.0,7.0,95611,0.0,95611.0,Multifamily Housing,Multifamily Housing,95611.0,,,,,54.0,93.8,122.5,8971555.0,,1094846.61175,7869153.91,N,Compliant,,4.419,0
27196,2017,Mid-Rise Multifamily,1562 E OLIVE WAY,Seattle,WA,98102.0,7449500025,EAST,47.61898,-122.32585,1928.0,1.0,5.0,32980,,,Multifamily Housing,Multifamily Housing,32980.0,,,,,,46.8,112.9,1543665.0,,1028425.954125,537171.0,N,Compliant,,0.994,0
27198,2017,High-Rise Multifamily,2100 3rd Ave,Seattle,WA,98121.0,7457200000,DOWNTOWN,47.61353,-122.34232,1973.0,1.0,26.0,187080,0.0,187080.0,"Multifamily Housing, Retail Store",Multifamily Housing,181135.0,Retail Store,5410.0,,,88.0,34.7,97.4,6472841.5,,5593280.511,1030216.02,N,Compliant,,0.416,0
27456,2017,Other,1503 3RD AVE W,Seattle,WA,98119.0,4232903455,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,1956.0,1.0,2.0,36771,0.0,36771.0,Other,Other,34856.0,,,,,9.316,153.4,481.8,5348388.0,,5353196.4105,,N,Compliant,,0.602,1
27199,2017,High-Rise Multifamily,1120 8th Ave,Seattle,WA,98101.0,7458000000,EAST,47.60929,-122.32946,1970.0,1.0,21.0,94000,,,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,140000.0,Parking,24000.0,Retail Store,2500.0,,37.0,93.4,5277465.0,,3801175.279,1589749.02,Y,Not Compliant,,1.066,0
27201,2017,Low-Rise Multifamily,12300 - 28th Ave NE,Seattle,WA,98125.0,7458500000,NORTH,47.7177,-122.29767,1974.0,1.0,3.0,35333,,,"Multifamily Housing, Parking",Multifamily Housing,30933.0,Parking,4400.0,,,80.0,28.2,88.5,871508.6875,,871060.035875,,N,Compliant,,0.102,0
27203,2017,Low-Rise Multifamily,6015 Phinney Ave N,Seattle,WA,98103.0,7459880000,NORTHWEST,47.67299,-122.35487,2004.0,1.0,4.0,39331,0.0,39331.0,"Multifamily Housing, Parking",Multifamily Housing,39331.0,Parking,14400.0,,,56.0,38.4,98.6,1508874.25,,1112001.188125,411282.03,N,Compliant,,0.672,0
27204,2017,Low-Rise Multifamily,2960 Eastlake Ave E,Seattle,WA,98102.0,7459970000,LAKE UNION,47.64839,-122.32314,2008.0,1.0,4.0,57486,,,"Multifamily Housing, Retail Store",Multifamily Housing,48438.0,Retail Store,9048.0,,,91.0,25.2,79.1,1448824.375,,1448824.231875,,N,Compliant,,0.104,0
27205,2017,K-12 School,10525 3rd Ave. N.W.,Seattle,WA,98177.0,7474900060,NORTHWEST,47.70597,-122.36113,1954.0,1.0,1.0,42128,0.0,42128.0,K-12 School,K-12 School,43920.0,,,,,85.0,42.6,89.5,1870163.75,,955712.07575,997354.98,N,Compliant,,1.351,0
27212,2017,Low-Rise Multifamily,3100 W. Commodore Way,Seattle,WA,98199.0,4387800000,MAGNOLIA / QUEEN ANNE,47.66401,-122.39701,1982.0,1.0,4.0,77966,,,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,77966.0,Parking,25921.0,Swimming Pool,0.0,85.0,41.1,85.7,3205522.0,,1618918.616125,1622398.05,N,Compliant,,1.191,0
27213,2017,Low-Rise Multifamily,3200 W Commodore Way,Seattle,WA,98199.0,4395400000,MAGNOLIA / QUEEN ANNE,47.66443,-122.39802,1965.0,1.0,3.0,28944,,,"Multifamily Housing, Swimming Pool",Multifamily Housing,24111.0,Swimming Pool,0.0,,,38.0,39.0,116.3,939834.125,,878223.21,74226.0,N,Compliant,,0.262,0
27216,2017,Mid-Rise Multifamily,210 3rd Ave S,Seattle,WA,98104.0,4397500000,DOWNTOWN,47.60045,-122.32989,1904.0,1.0,5.0,30189,0.0,30189.0,"Multifamily Housing, Parking",Multifamily Housing,30189.0,Parking,8614.0,,,92.419,25.7,72.2,774866.625,,654212.7749375,123118.01,N,Compliant,,0.306,1
27218,2017,Mixed Use Property,514 19th Ave E,Seattle,WA,98112.0,4400200020,Central,47.62375,-122.30693,2004.0,1.0,4.0,44432,,,"Multifamily Housing, Office, Other, Parking, Retail Store",Multifamily Housing,21930.0,Parking,17755.0,Other,2906.0,,49.7,121.1,1330990.5,,895403.69625,449110.01,Y,Not Compliant,,0.62,0
27225,2017,Low-Rise Multifamily,2203 California Ave SW,Seattle,WA,98116.0,4432600005,SOUTHWEST,47.58383,-122.38681,1926.0,1.0,3.0,23671,,,Multifamily Housing,Multifamily Housing,23671.0,,,,,,34.7,79.1,820995.875,,492208.296,338050.98,N,Compliant,,0.845,0
27231,2017,K-12 School,2511 N.W. 80th St.,Seattle,WA,98117.0,4443801580,BALLARD,47.68644,-122.38905,1932.0,1.0,2.0,44753,0.0,44753.0,K-12 School,K-12 School,46545.0,,,,,100.0,12.2,38.3,567078.375,,567078.5050625,0.0,Y,Not Compliant,Low outlier,0.052,0
27232,2017,Low-Rise Multifamily,711 E Denny Way,Seattle,WA,98122.0,5498000000,EAST,47.6184,-122.32324,1989.0,0.0,4.0,20380,,,"Multifamily Housing, Parking",Multifamily Housing,28744.0,Parking,8100.0,,,89.0,23.0,72.1,660437.0,,670408.206125,,N,Compliant,,0.136,0
27234,2017,Low-Rise Multifamily,1515 E. Yesler Way,Seattle,WA,98122.0,5511900000,CENTRAL,47.60136,-122.31248,2002.0,1.0,4.0,29808,,,"Multifamily Housing, Parking",Multifamily Housing,25586.0,Parking,4222.0,,,80.0,40.6,88.6,1039214.3125,,573799.132125,496091.99,N,Compliant,,0.964,0
27235,2017,Low-Rise Multifamily,732 11th Ave E,Seattle,WA,98102.0,5512100000,EAST,47.62625,-122.31769,1969.0,1.0,4.0,27878,0.0,27878.0,Multifamily Housing,Multifamily Housing,23084.0,,,,,80.0,28.4,89.2,655867.6875,,664258.396,,N,Compliant,,0.099,0
27241,2017,Low-Rise Multifamily,709 E Pike St,Seattle,WA,98122.0,7502500018,EAST,47.61385,-122.32271,1910.0,2.0,3.0,23597,0.0,23597.0,"Multifamily Housing, Parking",Multifamily Housing,34120.0,Parking,0.0,,,93.0,40.9,85.0,1395950.625,,686845.516125,708832.91,N,Compliant,,1.716,0
27244,2017,Other,722 E Union St,Seattle,WA,98122.0,7502500045,EAST,47.61314,-122.32262,1912.0,1.0,3.0,33708,0.0,33708.0,Other,Other,33708.0,,,,,91.84,17.3,42.4,584565.625,189557.0,377907.65546875,34424.0,N,Compliant,,0.4,1
27245,2017,Low-Rise Multifamily,725 E. Pike Street,Seattle,WA,98122.0,7502500061,EAST,47.6139,-122.32241,1910.0,1.0,3.0,24682,,,"Multifamily Housing, Retail Store",Multifamily Housing,17822.0,Retail Store,6085.0,,,,116.4,214.5,2782870.0,,1055373.930125,1733750.98,N,Not Compliant,High outlier,3.908,0
27252,2017,Mid-Rise Multifamily,3701 South Hudson,Seattle,WA,98118.0,5649600172,SOUTHEAST,47.55681,-122.28579,2012.0,1.0,5.0,121773,25568.0,96205.0,Multifamily Housing,Multifamily Housing,121000.0,,,,,99.0,24.5,59.1,2968683.5,,1959224.35225,1040878.03,N,Compliant,,0.521,0
27258,2017,Low-Rise Multifamily,9425 35th Avenue NE,Seattle,WA,98115.0,5652600299,NORTHEAST,47.69711,-122.29098,1994.0,1.0,3.0,50095,15179.0,34916.0,"Medical Office, Multifamily Housing, Other, Parking",Multifamily Housing,26170.0,Parking,15179.0,Other,2772.0,85.002,27.4,86.2,867925.6875,,883674.8929375,,N,Compliant,,0.073,1
27260,2017,High-Rise Multifamily,2720 3rd Ave,Seattle,WA,98121.0,5677000000,DOWNTOWN,47.61754,-122.34902,2007.0,1.0,12.0,175353,0.0,175353.0,"Financial Office, Food Service, Multifamily Housing, Other, Parking",Multifamily Housing,138566.0,Parking,6876.0,Other,3212.0,60.0,42.1,105.6,6070126.5,,4394468.34,1873237.11,N,Compliant,,0.671,0
27264,2017,Low-Rise Multifamily,3501 14th Avenue South,Seattle,WA,98144.0,5680000965,GREATER DUWAMISH,47.57184,-122.31515,1980.0,1.0,4.0,26245,,,Multifamily Housing,Multifamily Housing,26245.0,,,,,81.0,29.7,93.4,780606.6875,,780374.8869375,,N,Compliant,,0.123,0
27265,2017,Low-Rise Multifamily,1130 North 115th Street,Seattle,WA,98133.0,5687500010,NORTHWEST,47.7129,-122.34351,1987.0,4.0,3.0,103345,0.0,103345.0,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,92010.0,Parking,16848.0,Swimming Pool,0.0,66.0,45.3,118.3,4168910.5,,3182917.0405,1075459.96,N,Compliant,,0.68,0
27266,2017,Mid-Rise Multifamily,1100 N 115th Street,Seattle,WA,98133.0,5687500016,NORTHWEST,47.71257,-122.34418,2005.0,1.0,6.0,93191,,,"Multifamily Housing, Parking",Multifamily Housing,65434.0,Parking,27757.0,,,97.0,28.5,89.6,1866178.25,,1878533.3245,,N,Compliant,,0.083,0
27274,2017,Low-Rise Multifamily,12345 Roosevelt Way NE,Seattle,WA,98125.0,6701500000,North,47.71884,-122.31855,1999.0,1.0,4.0,40317,,,Multifamily Housing,Multifamily Housing,31856.0,,,,,59.0,30.2,94.9,962399.3125,,980579.798,,N,Compliant,,0.101,0
27277,2017,Low-Rise Multifamily,4323 Evanston Ave N,Seattle,WA,98103.0,5693500825,LAKE UNION,47.65976,-122.35134,1991.0,1.0,4.0,31500,,,"Multifamily Housing, Parking",Multifamily Housing,24809.0,Parking,6691.0,,,98.0,19.4,60.8,480440.90625,,486967.464,,N,Compliant,,0.064,0
27294,2017,Low-Rise Multifamily,1520 NE 143rd Street,Seattle,WA,98125.0,6632300251,NORTH,47.73233,-122.31197,1976.0,1.0,3.0,21520,,,Multifamily Housing,Multifamily Housing,21520.0,,,,,95.0,19.5,61.3,420006.0,,423233.35653125,,N,Compliant,,0.081,0
27295,2017,Low-Rise Multifamily,1526 NE 143rd ST,Seattle,WA,98125.0,6632300252,NORTH,47.73234,-122.3116,1976.0,1.0,4.0,21580,,,Multifamily Housing,Multifamily Housing,21580.0,,,,,,23.8,74.8,514411.5,,518421.305875,,Y,Not Compliant,,0.099,0
27296,2017,Low-Rise Multifamily,14040 15th AVE NE,Seattle,WA,98125.0,6632300360,NORTH,47.73192,-122.31187,1969.0,1.0,3.0,97254,,,Multifamily Housing,Multifamily Housing,97141.0,,,,,75.0,24.5,76.8,2376119.25,,2405985.448,,N,Compliant,,0.102,0
27297,2017,Low-Rise Multifamily,13716 15th Ave NE,Seattle,WA,98125.0,6632300420,NORTH,47.72914,-122.31194,1975.0,1.0,3.0,28899,,,Multifamily Housing,Multifamily Housing,28899.0,,,,,71.0,32.6,102.4,942162.625,,947503.23025,,N,Compliant,,0.136,0
27298,2017,Low-Rise Multifamily,14017 15th Ave NE,Seattle,WA,98125.0,6632300580,North,47.73105,-122.31429,1975.0,1.0,3.0,57496,,,Multifamily Housing,Multifamily Housing,57496.0,,,,,86.0,21.9,68.6,1256323.75,,1270802.812,,N,Compliant,,0.091,0
27299,2017,Low-Rise Multifamily,14021 15th ave ne,Seattle,WA,98125.0,6632300581,North,47.731,-122.31308,1985.0,1.0,4.0,48863,,,Multifamily Housing,Multifamily Housing,49334.0,,,,,85.0,23.6,74.1,1163751.25,,1186380.015875,,N,Compliant,,0.1,0
27300,2017,Low-Rise Multifamily,1227 NE 143rd Street,Seattle,WA,98125.0,6632300590,North,47.73164,-122.31409,1966.0,1.0,4.0,165694,,,Multifamily Housing,Multifamily Housing,180194.0,,,,,74.0,25.3,79.4,4557605.0,,4611319.2795,,N,Compliant,,0.115,0
27673,2017,Hotel,1000 1st Ave.,Seattle,WA,98104.0,5017300000,DOWNTOWN,47.60505,-122.3361,2006.0,0.0,10.0,392552,22225.0,370327.0,"Hotel, Parking",Hotel,198400.0,Parking,52400.0,,,30.0,96.3,202.6,19097586.0,,9645799.064,9459875.0,N,Compliant,,1.382,0
27301,2017,Low-Rise Multifamily,1227 NE 143rd Street,Seattle,WA,98125.0,6632300610,North,47.73143,-122.31344,1968.0,1.0,3.0,143369,,,"Multifamily Housing, Parking",Multifamily Housing,140047.0,Parking,6408.0,,,87.0,23.5,73.7,3286606.25,,3324222.24825,,N,Compliant,,0.096,0
27302,2017,Low-Rise Multifamily,14330 12th NE,Seattle,WA,98125.0,6632300625,North,47.73331,-122.31468,1976.0,1.0,3.0,44230,,,Multifamily Housing,Multifamily Housing,79013.0,,,,,71.0,24.4,76.7,1930556.25,,1960294.654,,N,Compliant,,0.183,0
27303,2017,Other,1249 NE 145TH ST,Seattle,WA,98155.0,6632300641,North,47.73368,-122.31366,1948.0,1.0,2.0,47237,0.0,47237.0,Other,Other,47661.0,,,,,15.364,124.6,391.2,5938423.0,,6041598.545,,N,Compliant,,0.529,1
27304,2017,High-Rise Multifamily,76 Cedar St,Seattle,WA,98121.0,6633050000,DOWNTOWN,47.61533,-122.35145,2007.0,1.0,13.0,187139,0.0,187139.0,Multifamily Housing,Multifamily Housing,187139.0,,,,,87.0,32.0,83.9,5996751.0,,4621574.0455,1498812.01,N,Compliant,,0.528,0
27306,2017,Mid-Rise Multifamily,1614 Summit Ave,Seattle,WA,98122.0,6633800000,EAST,47.61566,-122.32533,1990.0,2.0,5.0,57091,,,Multifamily Housing,Multifamily Housing,57091.0,,,,,,26.0,81.6,1483463.625,,1501407.95,,N,Compliant,,0.109,0
27321,2017,Low-Rise Multifamily,5000 22nd Ave NE,Seattle,WA,98105.0,7174800565,NORTHEAST,47.66512,-122.30419,1958.0,4.0,3.0,30240,,,Multifamily Housing,Multifamily Housing,30240.0,,,,,,29.2,91.7,883493.3125,,891784.523875,,N,Compliant,,0.122,0
27342,2017,Low-Rise Multifamily,9502 - 9508 Ravenna Avenue NE,Seattle,WA,98115.0,7181000000,NORTH,47.69779,-122.30442,1979.0,1.0,3.0,21798,,,Multifamily Housing,Multifamily Housing,18171.0,,,,,67.0,32.2,101.1,585222.375,,594957.583875,,N,Compliant,,0.113,0
27343,2017,Low-Rise Multifamily,2300 NE 89TH ST,Seattle,WA,98115.0,7181200000,NORTHEAST,47.69327,-122.30347,1981.0,1.0,3.0,42448,0.0,42448.0,Multifamily Housing,Multifamily Housing,42443.0,,,,,71.0,30.2,94.8,1280896.875,,1302680.48825,,N,Compliant,,0.127,0
27348,2017,Mid-Rise Multifamily,1700 N Northlake Way,Seattle,WA,98103.0,7212100000,LAKE UNION,47.64734,-122.33671,2002.0,1.0,5.0,125241,,,"Multifamily Housing, Parking",Multifamily Housing,138442.0,Parking,53533.0,,,96.0,41.6,78.8,5758164.5,,2327171.02025,3519017.97,N,Compliant,,1.569,0
27350,2017,Mid-Rise Multifamily,1502 Alki Ave SW,Seattle,WA,98116.0,7212240000,SOUTHWEST,47.59028,-122.39281,1997.0,1.0,6.0,21900,,,Multifamily Housing,Multifamily Housing,21900.0,,,,,,29.7,61.9,651265.5,,321072.95853125,343735.99,N,Compliant,,0.894,0
27352,2017,Low-Rise Multifamily,400  Boylston Ave E,Seattle,WA,98102.0,6648210000,EAST,47.62212,-122.32293,1931.0,1.0,4.0,32430,,,Multifamily Housing,Multifamily Housing,32430.0,,,,,59.0,43.4,104.4,1407345.75,,939383.629875,494752.98,N,Compliant,,0.93,0
27359,2017,Low-Rise Multifamily,9030 Seward Park Ave S,Seattle,WA,98118.0,6649400000,SOUTHEAST,47.52241,-122.2645,1971.0,1.0,4.0,87696,0.0,87696.0,Multifamily Housing,Multifamily Housing,87696.0,,,,,18.0,28.8,90.5,2528764.75,,2580823.5785,,N,Compliant,,0.122,0
27360,2017,Low-Rise Multifamily,211 Summit Ave E,Seattle,WA,98102.0,6649420000,EAST,47.62006,-122.32585,1984.0,1.0,4.0,50299,0.0,50299.0,Multifamily Housing,Multifamily Housing,41299.0,,,,,31.027,41.1,129.1,1697770.125,,1721313.69575,,N,Compliant,,0.142,1
27361,2017,Low-Rise Multifamily,530 West Olympic Place,Seattle,WA,98119.0,6649450000,MAGNOLIA / QUEEN ANNE,47.62733,-122.3645,1949.0,1.0,4.0,34882,6147.0,28735.0,"Multifamily Housing, Parking",Multifamily Housing,28735.0,Parking,6147.0,,,56.0,87.8,118.6,2521648.0,,363781.3090625,2172247.85,N,Compliant,,3.351,0
27363,2017,Low-Rise Multifamily,1520 15TH AVE E,Seattle,WA,98112.0,6654500000,EAST,47.63289,-122.31224,1980.0,1.0,4.0,26808,,,Multifamily Housing,Multifamily Housing,26808.0,,,,,29.0,35.3,110.9,946761.5,,961315.00625,,N,Compliant,,0.148,0
27365,2017,K-12 School,6110 28th Ave. N.W.,Seattle,WA,98107.0,6658000060,BALLARD,47.67363,-122.39152,1989.0,1.0,2.0,57298,0.0,57298.0,K-12 School,K-12 School,59986.0,,,,,89.0,28.5,89.5,1709821.625,,1715157.16825,,Y,Not Compliant,,0.124,0
27369,2017,High-Rise Multifamily,1101 Seneca St,Seattle,WA,98101.0,6669140000,EAST,47.61063,-122.32601,1981.0,1.0,18.0,78538,,,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,78538.0,Parking,19200.0,Swimming Pool,0.0,4.0,75.1,197.9,5900850.0,,4571366.039,1428047.95,N,Compliant,,1.206,0
27378,2017,Supermarket / Grocery Store,7300 Roosevelt Way NE,Seattle,WA,98115.0,6716700415,NORTHEAST,47.68217,-122.31675,1997.0,1.0,1.0,76585,38585.0,38000.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,41447.0,Parking,0.0,,,32.0,283.3,714.5,11742186.0,,8269663.547,3470150.39,N,Compliant,,2.853,0
27381,2017,Worship Facility,4554 12th Ave NE,Seattle,WA,98105.0,6746700035,NORTHEAST,47.66295,-122.31494,1938.0,1.0,3.0,26373,0.0,26373.0,Worship Facility,Worship Facility,26373.0,,,,,72.0,41.8,66.9,1102460.25,,290797.58946875,866137.99,N,Compliant,,1.79,0
27386,2017,Mid-Rise Multifamily,1414 1st Ave W,Seattle,WA,98119.0,7215650000,MAGNOLIA / QUEEN ANNE,47.63176,-122.35763,2004.0,1.0,6.0,40128,,,Multifamily Housing,Multifamily Housing,40128.0,,,,,,42.3,75.4,1697218.125,,594638.9350625,1133546.0,N,Compliant,,1.562,0
27387,2017,Low-Rise Multifamily,1011 5th Avenue N,Seattle,WA,98109.0,7215700000,MAGNOLIA / QUEEN ANNE,47.62848,-122.34788,1985.0,1.0,4.0,24581,,,"Multifamily Housing, Parking",Multifamily Housing,24948.0,Parking,5035.0,,,,24.5,76.9,610965.125,,629538.203875,,N,Compliant,,0.106,0
27388,2017,Low-Rise Multifamily,810 Taylor AVE N,Seattle,WA,98109.0,7215750000,MAGNOLIA / QUEEN ANNE,47.62662,-122.34577,1978.0,1.0,3.0,34066,,,Multifamily Housing,Multifamily Housing,34066.0,,,,,78.0,25.5,80.0,867468.8125,,883316.6329375,,N,Compliant,,0.107,0
27389,2017,Small- and Mid-Sized Office,120 Lakeside Avenue S,Seattle,WA,98122.0,4114601145,CENTRAL,47.60207,-122.28481,1956.0,6.0,2.0,75868,0.0,75868.0,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,50379.0,Restaurant,12622.0,Retail Store,6662.0,38.228,72.2,226.6,5474732.0,,5552678.9905,,Y,Not Compliant,,0.303,1
27397,2017,Low-Rise Multifamily,409 16th Avenue East,Seattle,WA,98112.0,4232400680,EAST,47.62249,-122.31183,1911.0,2.0,4.0,33430,,,Multifamily Housing,Multifamily Housing,33433.0,,,,,53.0,72.8,94.5,2433414.0,,288570.5930625,2194293.95,N,Compliant,,3.522,0
27405,2017,Low-Rise Multifamily,1505 E. Harrison,Seattle,WA,98112.0,4232401360,EAST,47.62186,-122.3125,2001.0,1.0,4.0,28878,,,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,18297.0,Parking,6352.0,Retail Store,4229.0,,28.7,85.0,645568.625,,591446.635875,54122.0,N,Compliant,,0.184,0
27406,2017,Mixed Use Property,340 15th Ave E,Seattle,WA,98112.0,4232401365,EAST,47.62164,-122.31238,1947.0,1.0,2.0,21656,0.0,21656.0,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,5656.0,Other - Public Services,5561.0,Restaurant,5090.0,44.821,76.7,133.4,1659979.25,,549388.298,1149369.04,N,Compliant,,2.924,1
27416,2017,High-Rise Multifamily,4700 12th Ave NE,Seattle,WA,98105.0,6746700055,NORTHEAST,47.66341,-122.3149,1971.0,1.0,11.0,72831,,,"Multifamily Housing, Non-Refrigerated Warehouse",Multifamily Housing,46104.0,Non-Refrigerated Warehouse,23823.0,,,59.0,38.5,120.8,2690739.25,,2749022.17025,1542.0,N,Compliant,,0.157,0
27417,2017,Mid-Rise Multifamily,4744 12th Ave NE,Seattle,WA,98105.0,6746700110,NORTHEAST,47.66438,-122.31499,2006.0,1.0,6.0,82254,21764.0,60490.0,Multifamily Housing,Multifamily Housing,60490.0,,,,,91.0,27.2,85.6,1648329.125,,1661203.21225,,N,Compliant,,0.084,0
29069,2017,Senior Care Community,11448 Rainier Ave S,Seattle,WA,98178.0,1180001715,,,,1995.0,1.0,3.0,124930,,,Senior Care Community,Senior Care Community,132284.0,,,,,,51.2,120.9,6774157.0,,4313070.815,2538878.91,N,Compliant,,1.222,0
27430,2017,Mid-Rise Multifamily,4707 12th Ave NE,Seattle,WA,98105.0,6746700930,NORTHEAST,47.6634,-122.31556,2005.0,1.0,6.0,57700,15569.0,42131.0,"Multifamily Housing, Office, Parking",Multifamily Housing,39935.0,Parking,15540.0,Office,2695.0,80.633,47.5,101.9,2025900.75,,1072349.58975,984849.02,Y,Not Compliant,,0.983,1
27431,2017,Low-Rise Multifamily,815 5th Ave N,Seattle,WA,98109.0,7242000000,MAGNOLIA / QUEEN ANNE,47.62698,-122.3473,2002.0,1.0,4.0,58359,,,Multifamily Housing,Multifamily Housing,58359.0,,,,,81.0,30.8,74.4,1796198.875,,1173514.11025,622224.02,N,Compliant,,0.649,0
27433,2017,Low-Rise Multifamily,7720 Greenwood Ave N,Seattle,WA,98103.0,7308870000,NORTHWEST,47.68523,-122.35492,2002.0,1.0,4.0,23236,,,Multifamily Housing,Multifamily Housing,23236.0,,,,,58.0,27.4,86.0,636470.125,,650576.595875,,N,Compliant,,0.116,0
27436,2017,Low-Rise Multifamily,6561 Phinney Ave N,Seattle,WA,98103.0,7321900125,NORTHWEST,47.67711,-122.35471,1984.0,1.0,3.0,43788,,,"Multifamily Housing, Retail Store",Multifamily Housing,43425.0,Retail Store,363.0,,,,30.0,94.2,1313435.375,,1327082.68575,,Y,Not Compliant,,0.125,0
27438,2017,Mid-Rise Multifamily,1550 Eastlake Ave. East,Seattle,WA,98102.0,7326250000,LAKE UNION,47.63363,-122.32528,1996.0,1.0,7.0,39329,,,Multifamily Housing,Multifamily Housing,39329.0,,,,,82.0,23.8,74.8,937475.875,,950157.33975,,N,Compliant,,0.1,0
27459,2017,Low-Rise Multifamily,1529 Queen Anne Ave. N.,Seattle,WA,98109.0,4232903850,MAGNOLIA / QUEEN ANNE,47.63338,-122.35738,2005.0,1.0,4.0,87261,,,Multifamily Housing,Multifamily Housing,97425.0,,,,,96.0,19.5,45.6,1902004.25,,1169811.66375,736164.99,N,Compliant,,0.504,0
27472,2017,Low-Rise Multifamily,4250 34th Ave W,Seattle,WA,98199.0,4235400735,MAGNOLIA / QUEEN ANNE,47.65904,-122.40044,1989.0,1.0,3.0,34854,,,Multifamily Housing,Multifamily Housing,25666.0,,,,,58.0,32.4,101.6,830408.875,,830196.217875,,N,Compliant,,0.099,0
27482,2017,Warehouse,8000 5th Ave s,Seattle,WA,98108.0,7327901685,GREATER DUWAMISH,47.53104,-122.32784,1977.0,1.0,1.0,24024,0.0,24024.0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,14314.0,Other - Services,9710.0,,,70.354,14.5,45.5,347855.90625,,356563.5429375,,N,Compliant,,0.061,1
27488,2017,Warehouse,7777 7th Ave South,Seattle,WA,98108.0,7327903120,GREATER DUWAMISH,47.53326,-122.32579,1953.0,1.0,1.0,42420,0.0,42420.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,27420.0,Other,10000.0,Office,5000.0,27.0,27.2,52.3,1151798.75,,482337.699875,716080.96,N,Compliant,,0.944,0
